id	vault	topic	difficulty	question	choice_a	choice_b	choice_c	choice_d	correct	explanation	source_key
S024	cosmos	太陽系驚奇之旅	medium	舊照片的海王星特別深藍，要先注意什麼？	是否做過色彩增強	一定有液態海水	照片永遠等同肉眼顏色	處理照片都是造假	A	部分影像為凸顯細節增強色彩，應讀處理說明。	solar_neptune
S025	cosmos	太陽系驚奇之旅	medium	太陽不用像木柴靠氧氣燃燒，能源主要來自？	核心核融合	表面木炭燃燒	地球反射熱量	彗星摩擦	A	核心把氫融合成氦並釋放能量，與化學燃燒不同。	solar_sun
S026	cosmos	太陽系驚奇之旅	easy	太陽黑子顯暗，代表完全沒有發光嗎？	不是，比周圍光球冷	是，黑子是破洞	是，溫度是絕對零度	是，黑子是行星	A	黑子仍很熱，顯暗是與更亮的周圍比較。	solar_sun
S027	cosmos	太陽系驚奇之旅	easy	太陽核心能量如何成為我們收到的光？	經內部傳遞再以輻射放出	固體碎片飛進眼睛	反射木星燈光	不需傳遞	A	能量向外傳遞，太陽向太空放出輻射。	solar_sun
S028	cosmos	太陽系驚奇之旅	easy	超離子冰的特殊結構是？	氧形成晶格而氫離子可移動	所有粒子完全停止	水混入鐵粉	電子結成冰塊	A	氧晶格與可移動氫離子能在高溫高壓下共存。	solar_ice
S029	cosmos	太陽系驚奇之旅	medium	超離子冰的實驗成功，等於拍到海王星內部嗎？	不等於，內部分布仍需推論	等於，實驗室就是海王星	等於，行星結構都相同	不需再觀測	A	實驗證據與行星內部的成分、溫壓分布不能混同。	solar_ice
S030	cosmos	太陽系驚奇之旅	medium	金屬氫的金屬是指什麼？	氫呈現金屬導電性	氫摻入鐵粉	氫變成黃金元素	表面塗銀漆	A	氫在極端條件下有金屬性，元素不因此變成鐵或金。	solar_jupiter
S031	cosmos	太陽系驚奇之旅	easy	木星深處看不到，科學家怎麼研究？	結合重力磁場資料與物理模型	只看動畫剖面	相機直接穿透整顆行星	切開木星	A	內部模型須符合觀測與物理，剖面示意不是直接照片。	solar_jupiter
S032	cosmos	太陽系驚奇之旅	easy	冥王星重新分類的關鍵是？	未在軌道鄰域取得動力學主導地位	突然變小	不再繞太陽	名字不吉利	A	2006年IAU定義把軌道鄰域條件列為行星判準。	solar_pluto
S033	cosmos	太陽系驚奇之旅	easy	冥王星的愛心狀亮區叫什麼？	湯博區	大紅斑	卡西尼縫	奧林帕斯山	A	湯博區是自然地形，心形不代表人工雕刻。	solar_pluto
S034	cosmos	太陽系驚奇之旅	medium	愛心西側的史普尼克平原富含哪種冰？	氮冰	鐵冰	銅冰	液態海水	A	冥王星極低溫環境能保存氮冰等揮發物冰。	solar_pluto
S035	cosmos	太陽系驚奇之旅	medium	新發現小行星，表示它剛誕生嗎？	不是，發現時間不同於形成時間	是，看見才會形成	是，小行星只活一天	是，望遠鏡製造了它	A	許多天體早已存在，只是先前未被辨認。	solar_asteroids
S036	cosmos	太陽系驚奇之旅	easy	2024 YR4風險隨新觀測降低，說明什麼？	資料能修正軌道與風險估計	聽到新聞才轉彎	最早新聞永遠最準	機率降低等於停止觀測	A	截至2026-09-13查閱NASA資料，已排除對地球的顯著威脅。	solar_yr4
S037	cosmos	太陽系驚奇之旅	easy	彗星接近太陽長出彗髮，主要原因是？	受熱逸出氣體並帶出塵埃	彗核變成恆星	撞上透明玻璃	地球裝上尾燈	A	受熱活動形成彗髮，外力再影響尾部。	solar_comets
S038	cosmos	太陽系驚奇之旅	easy	彗星離子尾主要朝哪裡？	背向太陽	永遠朝地球	永遠朝飛行後方	永遠朝銀河中心	A	太陽風影響離子尾，不能把它當行進方向箭頭。	solar_comets
S039	cosmos	太陽系驚奇之旅	medium	3I/ATLAS的3I表示什麼？	第三個獲確認的星際天體	第三顆有生命行星	三倍光速飛船	第三個土星環	A	星際來源不代表人工來源或生命證據。	solar_atlas
S040	cosmos	太陽系驚奇之旅	medium	木衛二冰下海洋讓科學家想研究什麼？	是否有適合生命的條件	外星城市大小	居民使用的語言	外星生物姓名	A	宜居性值得研究，但目前尚未確認生命。	solar_europa
S041	cosmos	太陽系驚奇之旅	easy	木衛二表面交錯紋理能直接判定為道路嗎？	不能，要考慮冰殼地質作用	能，直線一定人工	能，冰紋都是道路	能，不需其他觀測	A	外觀相似不能取代成因研究。	solar_europa
S042	cosmos	太陽系驚奇之旅	easy	土衛二南極噴流提供哪種研究機會？	分析物質以了解冰下環境	直接看到地心	自動讓探測器入軌	證明星球空心	A	水蒸氣與冰粒成分提供內部海洋線索。	solar_enceladus
S043	cosmos	太陽系驚奇之旅	easy	找到水與有機物，就能宣布土衛二有生命嗎？	不能，非生物過程也能產生有機物	能，有機物只能來自生物	能，水就是細胞	能，不需排除其他解釋	A	生命材料不等於生物，需更多獨立證據。	solar_enceladus
S044	cosmos	太陽系驚奇之旅	medium	流星與隕石的關鍵區別是？	發光現象與落地殘餘物	行星與恆星	僅大小不同	前者永遠是冰	A	分清太空碎片、進入大氣的發光現象和落地物體。	solar_meteors
S045	cosmos	太陽系驚奇之旅	medium	流星雨常在每年相近時節出現，因為？	地球再次穿過碎屑流	恆星集體掉落	月球每年爆炸	太陽甩出行星	A	地球公轉與碎屑流交會，形成週期性流星雨。	solar_meteors
S046	cosmos	太陽系驚奇之旅	easy	從太陽向外數，地球在哪兩顆行星之間？	金星與火星	水星與金星	火星與木星	天王星與海王星	A	地球是第三顆行星，內側金星、外側火星。	solar_address
S047	cosmos	太陽系驚奇之旅	easy	哪個由小到大的宇宙地址順序正確？	地球、太陽系、銀河系、本星系群	地球、銀河系、太陽系、本星系群	太陽系、地球、本星系群、銀河系	本星系群、太陽系、銀河系、地球	A	太陽系屬銀河系，銀河系與鄰近星系組成本星系群。	solar_galaxies
S048	cosmos	太陽系驚奇之旅	easy	用Parker峰值速度計算就是真實航程嗎？	不是，還需軌跡與加減速條件	是，最高速必定全程維持	是，行星都停著	是，發射窗口無關	A	近太陽的日心峰值不能當全程巡航速度。	solar_parker
S049	cosmos	太陽系驚奇之旅	medium	假設全程192公里每秒，飛4.24光年約多久？	6600年	4.24年	66天	6.6小時	A	距離除速度約6620年，忽略加減速的假想比較不是任務預報。	solar_proxima
S050	cosmos	太陽系驚奇之旅	medium	一光年和一天文單位是什麼單位？	都是距離單位	都是時間單位	都是速度單位	都是質量單位	A	光年是光一年走的距離，天文單位約為地日平均距離。	solar_address
K001	living_world	好奇心小學堂	easy	地球如果是顆夾心糖，科學家認為裡面比較像哪一種？	有地殼、地函和地核等分層	一個完全空的大房間	只有一層薄冰	裝滿空氣的皮球	A	地震波等證據支持分層地球，而不是空心球。	fun_ov022
K002	living_world	好奇心小學堂	easy	不能鑽到地心，科學家可以用什麼研究裡面？	地震波通過地球的變化	只看冒險電影	數天上的星星	測量彩虹長度	A	地震波在不同材料中的傳播方式，能提供地球內部線索。	fun_ov022
K003	living_world	好奇心小學堂	medium	發現一個地下洞穴，能直接說地球整顆中空嗎？	不能，局部洞穴不能代表整顆地球	能，一個洞就足夠	能，只要洞裡很暗	能，只要有人拍照	A	要解釋整顆地球，必須符合全球測量；不能把局部發現無限放大。	fun_ov022
K004	living_world	好奇心小學堂	easy	南極的臭氧洞，是哪裡變薄了？	高空的臭氧層	地心的外殼	海底的岩石	企鵝的羽毛	A	這個洞是臭氧含量大幅減少的區域，不是通往地心的入口。	fun_ov023
K005	living_world	好奇心小學堂	medium	網友貼一張南極黑色圓洞圖，你最該先做什麼？	查原圖、位置和資料來源	立刻宣布發現地心世界	用黑色面積猜洞深	只看轉傳次數	A	沒出處的圖不能判定地形；先弄清楚它是照片、資料圖還是加工圖。	fun_ov023
K006	laws	好奇心小學堂	easy	晴天天空藍藍的，主要是哪位小幫手把光散開？	空氣中的分子	海裡的藍色顏料	雲上的油漆工	月亮的影子	A	空氣分子較容易散射短波長的藍光，並不是天空映出海的顏色。	fun_ov024
K007	laws	好奇心小學堂	easy	看起來白白的陽光，實際上藏著什麼？	不同顏色的光	只有白色一種光	一粒粒白沙	無數小水滴	A	陽光含有不同波長的光，不是單一顏色。	fun_ov024
K008	laws	好奇心小學堂	medium	夕陽常偏紅橘色，跟哪件事有關？	陽光穿過較長大氣路徑，較多藍光被散開	太陽傍晚換了燈泡	月亮把太陽染紅	海水每天倒入天空	A	日落時光走過的大氣更長，抵達眼睛的光因而偏紅橘。	fun_ov024
K009	laws	好奇心小學堂	easy	彩虹的出現，需要陽光和哪種小東西合作？	空中的水滴	漂浮的彩色糖粉	星星碎片	看不見的繩子	A	水滴使光折射並在內部反射，讓不同顏色分開。	fun_ov025
K010	laws	好奇心小學堂	easy	去彩虹橋上散步，最大的問題是什麼？	彩虹是光學現象，不是實體橋	彩虹只准汽車通過	彩虹每天都收門票	彩虹只能踩紅色	A	彩虹沒有能承受身體重量的橋面，欣賞它就很好。	fun_ov025
K011	laws	好奇心小學堂	medium	在視野和條件都合適時，彩虹完整的形狀可以是？	一整個圓圈	一個正方形	一顆立體方塊	固定五角星	A	地面常只看到圓的一部分；適當的高處視角可能看到完整圓形。	fun_ov025
K012	cosmos	好奇心小學堂	easy	白天看到月亮，是它忘記下班了嗎？	不是，白天也可能看見月亮	是，月亮壞掉了	不是，那一定是雲	是，代表太陽熄滅了	A	月亮白天也可能在地平線上方，能否看見和位置、月相及亮度有關。	fun_ov026
K013	cosmos	好奇心小學堂	easy	月亮的亮光，主要從哪裡來？	反射太陽光	表面裝滿燈泡	自己像太陽一樣燃亮	地球城市的霓虹燈	A	月亮不是自己發出陽光般的光，而是反射照到表面的太陽光。	fun_ov026
K014	cosmos	好奇心小學堂	medium	月亮有時像香蕉，是因為被咬掉一塊嗎？	不是，我們看到的受光部分改變了	是，被太空怪獸咬掉	是，每月撞碎一次	不是，是月亮縮成一條線	A	月相是觀察受光面的角度變化；平常的圓缺不是地球影子造成。	fun_ov026
K015	living_world	好奇心小學堂	easy	章魚的身體裡，有幾顆心臟一起工作？	三顆	一顆	兩顆	八顆	A	章魚有三顆心臟，各自負責血液循環的不同工作。	fun_ov027
K016	living_world	好奇心小學堂	easy	章魚取得氧氣，靠哪個部位幫忙？	鰓	羽毛	角	吸盤上的小鼻子	A	兩顆心臟把血液送往鰓，在那裡取得氧氣。	fun_ov027
K017	living_world	好奇心小學堂	medium	章魚有三顆心，所以有三條命嗎？	不是，心臟數量不等於生命次數	是，每顆能復活一次	是，失去一顆完全沒影響	只有星期三才有三條命	A	三顆心是器官分工，不是遊戲的復活次數。	fun_ov027
K018	living_world	好奇心小學堂	easy	自然界的北極熊，要去南極和企鵝當鄰居嗎？	牠們原本不住在同一個極地	牠們天天一起吃早餐	北極熊本來就住南極	地球只有一個極地	A	北極熊在北極，南極企鵝在另一端，不能把兩地當成同一處。	fun_ov028
K019	living_world	好奇心小學堂	medium	卡通裡北極熊和南極企鵝一起滑雪，可以證明什麼？	只能說作品這樣安排，不能證明野外分布	牠們在野外一定同住	南極和北極相連成一座動物園	所有動物都能在兩極生活	A	創作可以自由安排角色，研究真實動物棲地則需要觀察資料。	fun_ov028
K020	living_world	好奇心小學堂	easy	窗外哪位小鄰居，屬於存活至今的恐龍分支？	麻雀	蝴蝶	蚯蚓	蝸牛	A	鳥類在演化分類上屬於恐龍，麻雀也在這條家族分支中。	fun_ov029
K021	living_world	好奇心小學堂	easy	說恐龍全部滅絕了，漏掉了哪一群？	鳥類	所有魚類	所有昆蟲	所有哺乳類	A	非鳥類恐龍滅絕了，但鳥類這一支延續至今。	fun_ov029
K022	living_world	好奇心小學堂	medium	雞和恐龍有親戚關係，等於雞直接由暴龍變來嗎？	不等於，鳥類祖先來自小型獸腳類恐龍	等於，暴龍長大就變雞	等於，雞老了就變暴龍	不等於，雞其實是昆蟲	A	共享家族分支不代表其中一個現成物種直接變成另一個。	fun_ov029
K023	cosmos	好奇心小學堂	easy	金星慢慢自轉一圈，大約要幾個地球日？	243日	1日	7日	30日	A	金星自轉非常慢，一圈約243個地球日。	fun_ov030
K024	cosmos	好奇心小學堂	easy	金星繞太陽一圈約225個地球日，跟自轉一圈相比呢？	繞太陽一圈反而比較快	一定完全一樣	需要自轉一萬圈	金星不繞太陽	A	金星的公轉週期約225日，短於約243日的自轉週期。	fun_ov030
K025	cosmos	好奇心小學堂	medium	聽到金星一天比一年長，先問哪個問題最精確？	這裡的一天是自轉一圈，還是兩次日出之間？	金星是不是沒有太陽？	金星住了多少人？	金星日曆是什麼顏色？	A	自轉週期和太陽日不是同一種一天；比較前要先說清楚定義。	fun_ov030
K026	cosmos	好奇心小學堂	easy	土星的大呼拉圈，主要由什麼組成？	大量冰粒和碎塊，混有岩石與塵埃	一整塊塑膠	液態彩虹	排成圓圈的飛機	A	土星環由大量分散粒子組成，不是一塊完整圓盤。	fun_ov031
K027	cosmos	好奇心小學堂	easy	土星環裡的小冰粒，正在做什麼？	各自繞土星運行	黏成一面不動的牆	全部停在空中不受力	每天落到地球	A	環粒子各自沿軌道運動，不是固定在太空中的裝飾品。	fun_ov031
K028	cosmos	好奇心小學堂	medium	遠看土星環像平滑跑道，能推論太空人可以站上去嗎？	不能，近看是分散粒子而非連續地板	能，看起來平就能站	能，只要跑得夠快	能，所有行星環都是金屬	A	遠方看似連續的外觀，不代表近處真的有承重表面。	fun_ov031
K029	cosmos	好奇心小學堂	easy	極光這場天空燈光秀，跟哪組東西有關？	帶電粒子、磁場與高空大氣	雲上的彩色燈泡	海底手電筒	月亮上的廣告看板	A	帶電粒子與大氣互動，讓氣體獲得能量並發光。	fun_ov032
K030	cosmos	好奇心小學堂	easy	極光裡的氧，可以發出哪些顏色？	綠色或紅色	只能黑色	只能白色	完全不能發光	A	氧在不同條件下可以發出綠光或紅光。	fun_ov032
K031	cosmos	好奇心小學堂	medium	兩張極光照片顏色不同，一定有一張是假的嗎？	不一定，氣體與發光條件不同就可能改變顏色	一定，極光永遠只有一色	一定，天空不能有紅光	不一定，因為氧就是彩色燈泡	A	先了解自然現象能有哪些變化，不能只憑顏色不同判定造假。	fun_ov032
K032	future	好奇心小學堂	easy	電影裡太空船在遠方爆炸，聲音能直接穿過真空嗎？	不能，聲音需要介質	能，聲音不需要任何物質	能，真空最會放大聲音	能，只要爆炸夠亮	A	真空沒有傳播聲音的介質，電影常加音效增加戲劇感。	fun_ov033
K033	future	好奇心小學堂	easy	太空人隔著太空怎麼聊天？	用無線電設備傳送訊號	對真空大喊就好	靠聲音跳過空氣	靠月光傳口音	A	無線電是能穿越真空的電磁波，設備再把訊號轉回聲音。	fun_ov033
K034	future	好奇心小學堂	medium	太空船內有空氣，大家就完全聽不見聲音嗎？	仍能聽見，艙內空氣能傳聲	完全聽不見，因為位置在太空	只能聽到紅色的聲音	只有船長能聽見	A	能否傳聲取決於介質，不是只看地點叫不叫太空。	fun_ov033
H017	cosmos	科學史與媒體識讀	easy	天動說（地心說）把哪個天體放在中心？	地球	太陽	火星	月球	A	地心模型以地球為中心；哥白尼的日心模型讓地球和其他行星繞太陽運行。	history_ov019
H018	cosmos	科學史與媒體識讀	easy	哥白尼的《天體運行論》在哪一年出版？	1910年	1543年	2012年	1938年	B	1543年初版在哥白尼過世前出版，不要和伽利略1633年受審混淆。	history_ov020
H019	cosmos	科學史與媒體識讀	hard	哥白尼1543年過世、其著作1616年受限制，能推論什麼？	哥白尼活到了1616年	他在1616年親自受審	著作受限制可以發生在作者過世後	出版和受限制一定是同一年	C	人物生平和著作流傳是不同時間線；1616年的限制不能改寫成哥白尼當年親自受審。	history_ov021
H020	cosmos	科學史與媒體識讀	hard	哪種說法最符合伽利略的生平紀錄？	他和哥白尼是同一個人	他在1543年出版天體運行論	他在1633年被燒死	他在1633年受審後遭軟禁，1642年過世	D	伽利略被迫放棄相關主張，晚年受到居住與往來限制；不能把其他人物的處刑故事套在他身上。	history_ov021
H005	cosmos	科學史與媒體識讀	easy	1835年月球大騙局中的月球居民，應該當成什麼？	已證實的外星生物	報紙編造的故事	月球探測器錄音	太空人親眼見聞	B	報紙用科學觀測的口吻描述月球生物，但這不是可信的發現。	history_ov011
H006	cosmos	科學史與媒體識讀	easy	馬雅曆法一個長週期結束，代表什麼？	全宇宙停止運作	地球必定爆炸	曆法進入下一個週期	所有電腦立刻失效	C	曆法週期更替不能推導出世界末日；2012末日情境缺乏科學依據。	history_ov014
H007	cosmos	科學史與媒體識讀	medium	早期火星運河故事為何不能當作外星文明證據？	線條觀測與語詞解讀可能誤導，後續觀測不支持人工運河網	所有望遠鏡照片都是假的	火星從來沒有任何天然水道痕跡	外星人已公開承認拆除运河	A	要區分早期線條誤判、人工建設的想像與真實天然地形，不能只憑名稱下結論。	history_ov012
H008	cosmos	科學史與媒體識讀	medium	火星山丘看起來像一張臉，最需要先檢查什麼？	外星國王的名字	電影票房	星座運勢	不同光線、角度與更清晰的影像	D	光影與觀看角度可造成像臉的印象；後續影像顯示它是天然山丘。	history_ov015
H009	cosmos	科學史與媒體識讀	hard	皮爾當人造假如何被揭露？	只因有人不喜歡發現者	靠骨骼檢驗及牙齒加工、染色痕跡等證據	靠大多數人投票	靠一本科幻小說	B	檢查發現骨骼來自不同物種，並有人工處理痕跡；這是證據檢驗，不是人氣競賽。	history_ov013
H010	cosmos	科學史與媒體識讀	hard	早期脈衝星被暱稱小綠人，能推論什麼？	研究者已證實外星文明	訊號一定是騙局	來源奇特值得追查，但暱稱不是外星人的證據	所有規律訊號都是人類製造	C	檔案中的小綠人暱稱反映早期訊號的奇特，不是科學團隊確認外星生命的公告。	history_ov016
H011	cosmos	科學史與媒體識讀	hard	電影《2012》最適合被當作什麼？	NASA實際拍攝的末日紀錄	災難科幻創作，不是科學預測的證據	馬雅人留下的影像	2000年電腦故障報告	B	Sony將作品列為科幻等類型；電影的城市崩塌與倖存故事不能拿來證實末日預言。	history_sf009
H012	cosmos	科學史與媒體識讀	hard	查證火星人臉時，比只看一張像臉的照片更可靠的是？	找更多人說它像臉	把圖片轉傳一萬次	只保留最模糊版本	比較多次觀測與天然地形解釋	D	多角度與更清晰的觀測能檢驗最初印象，而不是只強化先入為主的聯想。	history_ov015
H013	cosmos	科學史與媒體識讀	easy	Y2K千年蟲主要是哪一類問題？	電腦年份表示與日期計算問題	真實昆蟲咬斷電線	月球撞地球	魔王降臨	A	部分系統使用兩位數年份，跨入2000年時可能把00判成1900年。	history_ov017
H014	cosmos	科學史與媒體識讀	easy	恐怖大王這段常被談到的預言文字，出自哪裡？	火星探測器的實測報告	諾斯特拉達穆斯的詩句	Y2K程式碼規格	哈雷彗星照片	B	第十卷第72首提到1999年與天空到來的可怕君王；這是預言詩，不是科學觀測。	history_ov018
H015	cosmos	科學史與媒體識讀	medium	Y2K沒有造成預想中的重大災難，能否證明修補完全沒必要？	能，沒出事就代表從無風險	能，所有日期程式都天生正確	不能，事前修補與測試可能正是避免故障的原因	不能，因為電腦真的被魔法拯救	C	GAO回顧指出事前治理與準備協助避免重大故障，不能忽略預防工作再倒推风险不存在。	history_ov017
H016	cosmos	科學史與媒體識讀	medium	讀到1999年恐怖大王的詩句，哪個做法最合理？	把每則新聞都硬套進去	認定詩句就是已驗證科學	因為很多人轉傳就相信	區分原文、後人解讀與可檢驗的證據	D	原詩存在只能證明文字內容存在；不能直接證明後人解讀或宇宙災難預測成立。	history_ov018
H001	cosmos	科學史與媒體識讀	easy	有人賣防彗星藥丸的著名哈雷彗星恐慌，主要發生在哪一年？	1910年	1938年	1969年	1990年	A	1910年哈雷彗星回歸時，彗尾氰氣的新聞引起末日恐慌；傳言曾流行，不代表預言的災難真的發生。	loc_halley
H002	cosmos	科學史與媒體識讀	easy	1938年讓部分聽眾誤信火星人入侵的《世界大戰》是什麼？	真正的緊急軍事通報	以仿新聞形式演出的廣播劇	外星人送來的錄音	望遠鏡拍攝的紀錄片	B	1938年10月30日，奧森・威爾斯參與製作並演出的廣播劇，讓部分聽眾信以為真；並非真的有火星人入侵。	loc_radio
H003	cosmos	科學史與媒體識讀	medium	怎樣描述1910年的哈雷彗星事件最準確？	恐慌曾出現，但預言的滅絕災難沒有發生	彗尾真的消滅了地球所有生命	防彗星藥丸救了全人類	事件其實是哈勃望遠鏡爆炸	A	歷史報刊留下恐慌與商品販售的紀錄；這能證明人們曾害怕，不能證明末日說法正確。哈雷彗星也不是哈勃望遠鏡。	loc_halley
H004	cosmos	科學史與媒體識讀	medium	聽到《世界大戰》廣播嚇壞全美的故事，哪個態度最恰當？	認定當晚所有美國人都逃難	認為沒有人曾經害怕	區分部分聽眾誤信與後來被誇大的恐慌規模	把小說作者和廣播演出者當成同一人	C	確實有聽眾誤信，但後來的煽情報導強化了全美大恐慌的印象。廣播演出者奧森・威爾斯與小說作者H. G. 威爾斯也不是同一人。	loc_radio
C001	cosmos	宇宙學	easy	哪一項觀測最直接支持宇宙在大尺度上膨脹？	平均而言，越遙遠的星系宇宙學紅移越大	所有遙遠星系都以相同速度藍移	星系亮度不會隨距離改變	所有恆星都在同一時間形成	A	星系紅移與距離的系統性關係顯示，宇宙尺度正在隨時間改變；這不是星系從空間中的單一中心向外爆散。	nasa_universe
C002	cosmos	宇宙學	easy	宇宙微波背景輻射最接近下列哪一種描述？	銀河系內所有恆星混合出的微波	早期宇宙冷卻後留下、遍布天空的微波餘暉	人類無線電通訊累積形成的背景	黑洞事件視界表面發出的熱光	B	宇宙微波背景是早期宇宙在物質與輻射脫耦後留下的光，今日因宇宙膨脹而落在微波波段。	nasa_universe
C003	cosmos	宇宙學	medium	哪個比喻最不容易誤解「宇宙膨脹」？	大尺度空間本身伸展，使遙遠星系間平均距離增加	星系在固定空間裡從地球這個中心被炸出去	每個星系都在自身內部等比例膨脹	宇宙邊緣像牆一樣向外推動所有天體	A	宇宙膨脹描述的是大尺度度規演化；均勻模型不需要在空間中指定一個中心，受束縛的星系與行星系也不會跟著等比例變大。	nasa_universe
C004	cosmos	宇宙學	medium	「宇宙加速膨脹」最初的重要證據之一來自什麼？	月球雷射測距顯示月球逐年遠離	遙遠 Ia 型超新星的亮度—紅移關係偏離減速模型	太陽黑子週期約為十一年	地球磁極在地質史中曾多次反轉	B	遙遠 Ia 型超新星比單純減速宇宙預期更暗，結合其他觀測後支持晚期宇宙膨脹正在加速。	nasa_universe
C005	cosmos	宇宙學	hard	宇宙微波背景中極微小的溫度起伏，對結構形成研究最重要的意義是什麼？	它們追蹤早期密度起伏，後來成為星系與大尺度結構的種子	它們證明星系在早期宇宙已經全部完成	它們是地球大氣不均勻造成的永久雜訊	它們顯示宇宙各處溫度完全沒有差異	A	微小各向異性反映早期物質密度的微小差異；重力在漫長時間中放大這些差異，形成今日的大尺度結構。	nasa_universe
C006	cosmos	宇宙學	hard	遙遠星系的「宇宙學紅移」主要如何產生？	光子在途中逐顆碰撞而失去固定比例能量	光傳播期間空間尺度增大，連同波長一起被拉長	所有星系都穿過靜止空間，以普通聲速遠離	光離開星系時被星際塵埃統一染成紅色	B	宇宙學紅移主要是光在膨脹時空中傳播時波長被拉長，不能完全等同於物體在固定空間中的普通都卜勒運動。	nasa_universe
C007	cosmos	恆星演化	easy	太陽目前主要靠哪個過程持續發光？	化學燃燒碳與氧	重力摩擦直接燃燒岩石	核心把氫融合成氦並釋放能量	表面吸收行星反射的光	C	太陽核心的核融合把氫轉成氦；少量質量差依質能關係轉為能量，再逐步傳到表面。	nasa_stars
C008	cosmos	恆星演化	easy	為什麼肉眼看到的恆星通常比行星更容易閃爍？	恆星每秒都會熄滅再點亮	行星會主動穩定周圍空氣	恆星只在夜晚受到重力影響	大氣擾動較容易改變近似點光源的恆星影像	D	恆星在天空中近似點光源，大氣折射率快速變化會明顯改變其亮度與位置；行星有可分辨的小圓面，擾動較容易彼此平均。	nasa_stars
C009	cosmos	恆星演化	medium	類太陽恆星為什麼會演化成紅巨星？	核心氫耗盡後，殼層燃燒與核心收縮使外層膨脹	恆星突然捕獲大量紅色塵埃	核融合完全停止後外層立刻結冰	行星潮汐把恆星表面向外拉開	A	核心氫逐漸耗盡後，核心收縮升溫、外圍氫殼層持續融合，能量結構改變使外包層大幅膨脹並降溫。	nasa_stars
C010	cosmos	恆星演化	medium	大質量恆星形成核心坍縮超新星前，最關鍵的轉折是什麼？	表面黑子完全消失	行星全部被恆星吞沒	氫融合直接生成鈾並突然爆炸	核心形成鐵族元素後，融合不再提供足夠支撐	D	融合到鐵族元素後，再融合不能像先前階段那樣有效釋放能量；核心失去壓力支撐而快速坍縮，引發爆炸。	nasa_stars
C011	cosmos	恆星演化	hard	錢德拉塞卡極限在恆星演化中限制了什麼？	白矮星能由電子簡併壓支撐的最大質量尺度	中子星可以擁有的最低自轉速度	主序星核心能達到的最低溫度	黑洞事件視界能放出的最大光度	A	當白矮星質量接近約 1.4 個太陽質量的尺度，電子簡併壓無法再提供靜態支撐，後續可能導向坍縮或熱核爆炸。	nasa_stars
C012	cosmos	恆星演化	hard	脈衝星為什麼能產生極規律的脈衝訊號？	它的核心每個週期都發生一次小爆炸	它被伴星週期性遮住，所有脈衝星皆如此	它沿任意方向均勻閃光，亮度隨機改變	快速自轉的磁化中子星讓輻射束像燈塔掃過地球	D	脈衝星的輻射束通常與自轉軸不重合；每當輻射束掃過觀測方向，就會收到一次規律脈衝。	nasa_stars
C013	cosmos	太陽系	easy	地球四季形成的主要原因是什麼？	地軸相對公轉軌道傾斜，使日照角度與白晝長度改變	地球夏季必定比冬季更靠近太陽	太陽每三個月改變一次輸出功率	月球影子依季節覆蓋不同半球	A	四季主要來自約 23.5 度的地軸傾斜；南北半球因此在一年中輪流獲得較直射且較長時間的陽光。	nasa_solar
C014	cosmos	太陽系	easy	彗星接近太陽時常形成彗髮與彗尾，主要是因為什麼？	金屬核心被太陽磁場直接拉長	冰與揮發物受熱昇華，帶出氣體與塵埃	彗星高速摩擦真空而燃燒	地球大氣把彗星外層吹散	B	彗核中的冰受熱昇華後釋放氣體與塵埃；太陽風與輻射壓再把物質推成不同方向的彗尾。	nasa_solar
C015	cosmos	太陽系	medium	月球引起海洋潮汐的核心機制是什麼？	月球引力在地球近側與遠側的差異造成潮汐形變	月光加熱海水使海面每日膨脹兩次	月球磁場週期性吸起含鹽海水	地球自轉讓所有海水只朝赤道堆積	A	潮汐來自引力梯度：地球不同位置受到月球引力大小與方向略有差異，海洋因此形成隨地月幾何移動的隆起。	nasa_solar
C016	cosmos	太陽系	medium	金星表面為什麼比更靠近太陽的水星還熱？	金星自轉快到摩擦大氣發熱	金星濃厚二氧化碳大氣造成強烈溫室效應	水星核心會主動吸收表面熱量	金星雲層把所有可見光直接聚焦到地面	B	金星濃厚大氣吸收並重新放射紅外線，使熱量難以逸出；水星雖更靠近太陽，卻幾乎沒有能保溫的大氣。	nasa_solar
C017	cosmos	太陽系	hard	拉格朗日點為何適合安排某些太空望遠鏡？	在旋轉參考系中，引力與軌道運動可維持相對穩定幾何	那裡完全沒有任何重力或太陽輻射	太空船抵達後不需任何軌道修正	所有拉格朗日點都位於地球陰影內	A	拉格朗日點不是無重力區，而是多體引力與旋轉運動形成特殊平衡；太空船可在附近暈輪軌道維持有利觀測幾何。	nasa_solar
C018	cosmos	太陽系	hard	在其他條件已知時，系外行星凌日造成的亮度下降深度主要提供哪項資訊？	行星大氣的精確風速	行星半徑與恆星半徑的比例平方	行星表面的海洋鹽度	行星核心的放射性元素含量	B	理想化情況下，凌日深度約等於行星與恆星半徑比的平方；配合恆星半徑即可估計行星大小。	nasa_exoplanets
C019	cosmos	天文觀測	easy	「一光年」是什麼單位？	光源亮度	時間長度	光在真空中一年走過的距離	一年中可見星星的數量	C	光年是距離單位，約等於光在真空中一年傳播的距離；名稱裡有「年」不代表它是時間單位。	nasa_universe
